A1,A2,A3,G1,G2,G3
0.47247314453125,-0.0235595703125,9.83642578125,0.001617431640625,0.001373291015625,-1.52587890625E-5
0.443756103515625,-0.028350830078125,9.747833251953125,6.40869140625E-4,0.00146484375,-9.1552734375E-5
0.4198150634765625,-0.04510498046875,9.747833251953125,6.40869140625E-4,3.96728515625E-4,0.002044677734375
0.4150238037109375,-0.0331268310546875,9.755020141601562,-0.0025634765625,0.00146484375,-0.0022125244140625
0.412628173828125,-0.07623291015625,9.802902221679688,6.40869140625E-4,0.0035858154296875,9.765625E-4
0.434173583984375,0.0506591796875,9.728683471679688,-4.2724609375E-4,-6.7138671875E-4,0.00311279296875
0.46051025390625,0.024322509765625,9.699951171875,6.40869140625E-4,3.96728515625E-4,-0.00115966796875
0.391082763671875,-0.0067901611328125,9.719100952148438,-4.2724609375E-4,0.002532958984375,-0.0022125244140625
0.4413604736328125,0.0099639892578125,9.733474731445312,-0.0025634765625,-6.7138671875E-4,-9.1552734375E-5
0.5059967041015625,-0.009185791015625,9.726287841796875,0.0016937255859375,0.0046539306640625,9.765625E-4
0.443756103515625,-0.028350830078125,9.850784301757812,0.0048980712890625,-6.7138671875E-4,-0.00115966796875
0.4317779541015625,0.024322509765625,9.719100952148438,6.40869140625E-4,-6.7138671875E-4,-9.1552734375E-5
0.434173583984375,-0.0115814208984375,9.728683471679688,0.0027618408203125,-6.7138671875E-4,-0.00115966796875
0.4150238037109375,0.02911376953125,9.738265991210938,0.0016937255859375,0.00146484375,9.765625E-4
0.50360107421875,0.0147552490234375,9.769378662109375,-4.2724609375E-4,-6.7138671875E-4,0.00311279296875
0.477264404296875,-0.0379180908203125,9.695159912109375,6.40869140625E-4,-0.001739501953125,-0.00115966796875
0.455718994140625,-0.0067901611328125,9.692764282226562,0.0016937255859375,-0.001739501953125,-0.0022125244140625
0.4844512939453125,-0.0211639404296875,9.699951171875,6.40869140625E-4,3.96728515625E-4,-9.1552734375E-5
0.465301513671875,0.0099639892578125,9.699951171875,-4.2724609375E-4,-6.7138671875E-4,9.765625E-4
0.4102325439453125,-0.0235595703125,9.74066162109375,-0.0025634765625,-0.001739501953125,-0.00115966796875
0.4317779541015625,0.01715087890625,9.704742431640625,-4.2724609375E-4,0.002532958984375,-0.00115966796875
0.443756103515625,0.012359619140625,9.695159912109375,0.0016937255859375,0.00146484375,-9.1552734375E-5
0.4629058837890625,0.007568359375,9.685592651367188,-0.001495361328125,0.00146484375,-9.1552734375E-5
0.41741943359375,-0.0115814208984375,9.68798828125,6.40869140625E-4,-0.001739501953125,-0.00115966796875
0.43896484375,-0.018768310546875,9.778961181640625,-4.2724609375E-4,-0.0038604736328125,-0.0022125244140625
0.49163818359375,-0.0067901611328125,9.793319702148438,-4.2724609375E-4,0.00146484375,0.002044677734375
0.412628173828125,0.01715087890625,9.766983032226562,-0.001495361328125,3.96728515625E-4,-0.0022125244140625
0.4796600341796875,0.0315093994140625,9.774169921875,-0.001495361328125,0.00146484375,-0.00115966796875
0.47247314453125,0.007568359375,9.738265991210938,-0.001495361328125,0.00146484375,-0.00115966796875
0.4150238037109375,-0.01397705078125,9.76220703125,-0.001495361328125,0.0035858154296875,-0.00115966796875
0.4844512939453125,0.01715087890625,9.695159912109375,0.0016937255859375,-0.001739501953125,-9.1552734375E-5
0.4748687744140625,-0.030731201171875,9.7430419921875,-0.001495361328125,3.96728515625E-4,-0.00115966796875
0.4269866943359375,-0.0163726806640625,9.692764282226562,6.40869140625E-4,-6.7138671875E-4,9.765625E-4
0.46051025390625,-0.01397705078125,9.72149658203125,0.0016937255859375,-6.7138671875E-4,9.765625E-4
0.49163818359375,-0.0235595703125,9.716705322265625,-4.2724609375E-4,0.00146484375,-9.1552734375E-5
0.424591064453125,-0.0044097900390625,9.735870361328125,-0.001495361328125,-0.001739501953125,-0.00115966796875
0.43896484375,0.0147552490234375,9.735870361328125,-4.2724609375E-4,0.00146484375,9.765625E-4
0.450927734375,-0.0259552001953125,9.6688232421875,-4.2724609375E-4,0.00146484375,-0.00115966796875
0.4365692138671875,-0.0259552001953125,9.664031982421875,-4.2724609375E-4,0.00146484375,-0.0022125244140625
0.4629058837890625,0.0363006591796875,9.750228881835938,-4.2724609375E-4,0.00146484375,-9.1552734375E-5
